Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,w,lnw
153133,840800085994925,June,TX,4210.4998,1192.3,40,43,4,,42,2,1,2,9,"Foreign Born, US Cit By Naturalization",7,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,29.807499999999997,3.39476003969815
154750,115302034909675,June,VA,2157.9394,480.0,40,36,1,,36,2,7,1,4,"Native, Born In US",5,Ship and boat building (3366),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,12.0,2.4849066497880004
155039,450109950596491,June,VA,2367.0334,712.0,40,43,2,,36,2,7,1,2,"Native, Born In US",5,Services incidental to transportation (488),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,17.8,2.8791984572980396
156148,2605450017600,June,WI,1708.1262,788.46,40,43,1,,30,2,1,0,0,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,19.7115,2.9812022217696654
158382,610140899359,July,CA,2834.0454,500.0,40,35,1,,54,2,1,0,0,"Native, Born In US",9,Public finance activities (92113),840,Government - Local,No,No,Employed-At Work,1.0,True,12.5,2.5257286443082556
158512,9041903062641,July,CA,3625.5864,600.0,40,40,1,,22,2,7,0,0,"Foreign Born, Not a US Citizen",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,15.0,2.70805020110221
159044,460181061701494,July,CA,3508.0991,2403.84,60,43,1,,24,1,7,0,0,"Native, Born In US",9,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,40.064,3.6904781754776335
160087,401901970894746,July,CA,2829.4303,1000.0,40,44,1,,36,1,1,2,8,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,25.0,3.2188758248682006
161183,5570190744693,July,CT,1431.4849,2884.61,40,46,4,,36,2,1,2,5,"Foreign Born, Not a US Citizen",1,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,72.11525,4.27826553371462
162046,10110824067481,July,DC,263.9229,1634.61,40,44,1,,30,2,3,0,0,"Foreign Born, US Cit By Naturalization",5,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,40.865249999999996,3.710280068654017
162356,611905110906708,July,DC,347.2254,840.0,40,43,1,,24,1,7,0,0,"Native, Born In US",5,"** Petroleum and petroleum products, merchant wholesalers (*4247)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,21.0,3.044522437723423
162736,14101120686990,July,FL,3313.8302,1500.0,40,39,1,,58,1,1,1,3,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,37.5,3.624340932976365
163681,103000610068337,July,GA,3278.8793,2115.38,30,43,1,,51,1,1,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,70.51266666666668,4.255792362710409
163817,431348120007608,July,GA,3067.1412,1250.0,50,44,1,,62,1,1,0,0,"Native, Born In US",5,Aircraft and parts manufacturing (336411 to 336413),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,25.0,3.2188758248682006
163970,915023962159590,July,GA,2955.915,865.38,40,43,1,,32,1,1,2,5,"Native, Born In US",5,Insurance carriers and related activities (524),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,21.6345,3.0742892627095375
166621,891885110004903,July,IA,2503.2515,1528.84,42,43,1,,36,2,1,2,8,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",840,Government - State,No,No,Employed-At Work,1.0,True,36.400952380952376,3.594594938612294
168881,20510343145863,July,MA,3196.0846,1600.0,50,44,1,,32,1,1,0,0,"Native, Born In US",1,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,32.0,3.4657359027997265
169073,810298539500624,July,MA,3065.7014,923.0,40,44,1,,51,2,1,1,4,"Native, Born In US",1,Hospitals (622),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,23.075,3.138749780388916
173717,107153060074821,July,NY,3449.0321,2307.0,60,44,1,,39,2,1,2,8,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,38.45,3.649358695951653
173783,161368005630874,July,NY,3754.8919,2884.0,55,45,4,,27,1,7,0,0,"Foreign Born, US Cit By Naturalization",2,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,52.43636363636364,3.959600313172369
175655,299891601690303,July,OH,3547.0849,1250.0,50,43,1,,30,1,7,0,0,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,25.0,3.2188758248682006
175713,959889410139309,July,OH,3130.1929,711.53,40,40,1,,39,1,1,2,6,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,17.788249999999998,2.8785381269683965
176743,140109963300688,July,OR,1763.0121,1653.84,50,44,4,,43,1,1,3,3,"Native, Born In US",9,** Construction (23),840,Government - Local,No,No,Employed-At Work,1.0,False,33.0768,3.4988321302889163
177357,516491489200802,July,PA,2757.1732,1500.0,40,43,1,,37,1,1,0,0,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,37.5,3.624340932976365
177395,680720097141449,July,PA,3086.897,1538.46,50,43,1,,27,1,7,2,5,"Native, Born In US",2,Insurance carriers and related activities (524),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,30.7692,3.4265141896459452
178758,966179310789403,July,SD,517.7196,480.0,40,43,1,,27,1,7,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),840,Government - State,No,No,Employed-At Work,1.0,False,12.0,2.4849066497880004
179997,23098876400631,July,TX,4054.1889,2307.69,40,43,1,,59,1,1,2,10,"Native, Born In US",7,"** Petroleum and petroleum products, merchant wholesalers (*4247)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.69225,4.0551228490683195
181468,199050520620715,July,VA,2461.6412,576.92,50,43,1,,26,1,5,0,0,"Foreign Born, Not a US Citizen",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,11.5384,2.445680603287163
185887,810002170680806,August,CA,4635.0633,200.0,40,43,4,,25,1,7,0,0,"Native, Born In US",9,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,5.0,1.6094379124341003
185933,906006836029400,August,CA,3211.3748,500.0,50,44,4,,31,1,7,0,0,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,10.0,2.302585092994046
188486,194992203002054,August,DE,486.4312,1250.0,40,43,4,,40,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,31.25,3.4420193761824107
188573,521405006010792,August,DE,480.1942,2019.23,60,44,1,,60,2,1,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,33.65383333333333,3.516126967383679
188760,109540572250721,August,DC,392.2061,2230.76,45,43,4,,41,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,49.57244444444445,3.903435123797159
188766,110050754740121,August,DC,367.8918,1153.84,42,43,1,,22,1,7,0,0,"Native, Born In US",5,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,27.472380952380952,3.3131811709918866
188945,481913501330101,August,DC,259.0643,2884.61,40,44,4,,61,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,National security and international affairs (928),840,Government - Federal,Yes,,Employed-At Work,1.0,False,72.11525,4.27826553371462
189202,221520120105707,August,FL,3511.9879,2884.61,40,44,1,,58,2,5,0,0,"Native, Born In US",5,** Construction (23),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,72.11525,4.27826553371462
191890,210709743274773,August,IL,2672.9231,1634.61,50,43,4,,50,2,7,0,0,"Foreign Born, US Cit By Naturalization",3,Insurance carriers and related activities (524),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,32.6922,3.4871365173398075
192133,210709904806798,August,IL,3074.4828,1100.0,40,43,1,,55,2,1,0,0,"Native, Born In US",3,Hospitals (622),840,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,27.5,3.3141860046725258
192342,625191719800955,August,IN,3936.5217,2884.61,40,43,1,,45,1,1,3,5,"Native, Born In US",3,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462
192961,172942208035979,August,IA,1139.5271,730.0,40,43,1,,29,1,7,0,0,"Native, Born In US",4,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,18.25,2.9041650800285006
194202,720290869200902,August,LA,2818.4354,673.0,40,40,1,,41,2,5,0,0,"Native, Born In US",7,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,16.825,2.8228658755307916
194613,620131002722270,August,ME,466.6639,1450.0,50,43,1,,53,2,5,0,0,"Native, Born In US",1,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,29.0,3.367295829986474
194654,961233007820341,August,ME,896.0914,1346.15,40,42,1,,61,2,1,0,0,"Native, Born In US",1,Scientific research and development services (5417),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,33.65375,3.516124491189194
194911,459430773420922,August,MD,1371.8021,2000.0,40,43,1,,56,2,5,0,0,"Native, Born Abroad Of US Parent(s)",5,Administration of human resource programs (923),840,Government - Federal,No,No,Employed-At Work,1.0,True,50.0,3.912023005428146
195207,44075599200671,August,MA,2640.9985,1923.07,40,44,1,,43,1,1,2,5,"Native, Born In US",1,Pharmacies and drug stores (44611),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.07675,3.872798692268385
195279,220509927012774,August,MA,3060.3398,807.0,40,43,4,,21,1,7,0,0,"Native, Born In US",1,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,20.175,3.0044442141560124
195470,901352001120120,August,MA,3426.6205,1038.46,40,43,1,,24,2,7,0,0,"Native, Born In US",1,3365,840,"Private, For Profit",No,No,Employed-At Work,1.0,True,25.9615,3.2566146713684687
195793,202050711084699,August,MI,2725.4138,800.0,50,40,1,,51,1,1,3,10,"Native, Born In US",3,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,16.0,2.772588722239781
196294,20710080217028,August,MN,2719.5934,1442.3,40,43,1,,47,2,5,1,3,"Native, Born In US",4,Grocery stores (4451),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,36.0575,3.585114886475528
196657,710770504750162,August,MN,1292.8182,2307.69,40,43,1,,37,1,1,2,3,"Native, Born In US",4,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.69225,4.0551228490683195
197271,781194009320230,August,MO,3426.9766,2307.69,45,44,1,,42,1,1,3,2,"Native, Born In US",4,Beverage manufacturing (3121),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,51.282000000000004,3.937339813411936
198272,22032650320490,August,NV,1502.1287,1192.3,40,40,1,,57,2,5,0,0,"Foreign Born, US Cit By Naturalization",8,Computer systems design and related services (5415),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,29.807499999999997,3.39476003969815
200414,610002763331826,August,NY,3280.3621,2884.61,40,44,1,,37,1,7,0,0,"Native, Born In US",2,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462
201022,906006536329400,August,NY,4268.4516,1538.46,40,46,4,,36,2,1,0,0,"Foreign Born, Not a US Citizen",2,"Electric power generation, transmission and distribution (Pt. 2211)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,38.4615,3.649657740960155
202353,93545180201809,August,OH,3880.0754,1096.15,40,42,4,,35,1,1,0,0,"Native, Born In US",3,Postal Service (491),840,Government - Federal,Yes,,Employed-At Work,1.0,False,27.403750000000002,3.310679865343238
203293,510810091542749,August,OR,2013.9507,692.0,40,40,1,,43,1,1,2,4,"Native, Born In US",9,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,17.3,2.8507065015037334
205941,40810212490855,August,TX,3738.097,900.0,38,43,1,,27,2,7,0,0,"Native, Born In US",7,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,23.68421052631579,3.1648086035979253
206395,901401686810242,August,TX,3684.7185,1346.0,40,43,1,1.0,41,1,1,0,0,"Native, Born In US",7,Hospitals (622),840,"Private, Nonprofit",No,No,Employed-At Work,1.0,False,33.65,3.5160130560907366
206397,902000164202448,August,TX,3429.3499,1057.0,50,44,1,,31,1,1,0,0,"Native, Born In US",7,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,21.14,3.051166980442092
207360,404320719026958,August,UT,1412.6043,1250.0,60,44,1,,26,1,7,0,0,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,20.833333333333332,3.036554268074246
208505,592986008069119,August,VA,3022.1336,600.0,40,43,2,,27,2,7,0,0,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,15.0,2.70805020110221
211374,671559006600460,September,AR,1239.0264,1115.0,40,43,1,1.0,42,2,5,1,4,"Native, Born In US",7,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,27.875,3.3277302297802827
212785,31036291001581,September,CA,3372.3016,1120.0,40,40,4,,39,2,1,1,2,"Native, Born In US",9,Wired telecommunications carriers (*5171),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,28.0,3.332204510175204
213364,622280954851000,September,CA,2847.1087,2884.61,50,44,4,,45,1,1,2,8,"Foreign Born, US Cit By Naturalization",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,57.6922,4.0551219824004106
215369,511397073903599,September,DC,357.3582,1480.76,40,43,1,,31,2,7,0,0,"Native, Born In US",5,Scientific research and development services (5417),840,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,37.019,3.6114312943547935
218074,109030919099714,September,IL,4127.0845,865.38,40,43,1,,22,1,7,0,0,"Native, Born In US",3,Services incidental to transportation (488),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,21.6345,3.0742892627095375
221045,203190011096406,September,MD,4347.9833,1788.46,40,43,2,,60,2,7,0,0,"Native, Born In US",5,"Non-depository credit and related activities (5222, 5223)",840,Government - Federal,No,No,Employed-At Work,1.0,True,44.7115,3.8002307392246055
221066,242570063908995,September,MD,1563.8486,1923.07,40,40,1,,53,1,1,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.07675,3.872798692268385
221697,715239930849209,September,MA,3164.9937,1923.0,45,44,1,,46,1,1,2,10,"Native, Born In US",1,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,42.733333333333334,3.75497925581846
224199,511400501820304,September,NE,1099.0523,1076.92,40,43,1,,31,1,1,2,3,"Native, Born In US",4,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,26.923000000000002,3.292980939874984
225680,29014579300171,September,NJ,2803.101,650.0,40,43,1,,51,2,7,0,0,"Native, Born In US",2,"Other schools, instruction, and educational services (6116, 6117)",840,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,16.25,2.7880929087757464
226534,763499043903199,September,NY,4525.6854,1442.3,60,43,1,,22,1,7,0,0,"Native, Born In US",2,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,24.038333333333334,3.179649778367364
226535,763499043903199,September,NY,4525.6854,961.53,50,43,1,,22,1,7,0,0,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,19.2306,2.9565027603619893
226536,763499043903199,September,NY,4525.6854,1.44,60,43,1,,22,1,7,0,0,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,0.024,-3.7297014486341915
229935,406050015091234,September,PA,3035.1954,1.15,40,44,1,,55,2,3,0,0,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,0.028749999999999998,-3.549117511738778
230378,910007624408352,September,PA,3184.6868,1442.3,40,43,1,,35,1,1,1,3,"Native, Born In US",2,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,36.0575,3.585114886475528
230749,994048130759405,September,RI,430.2832,1538.46,38,42,1,,58,1,1,2,4,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,40.485789473684214,3.7009510353477055
231066,690955074343049,September,SC,2619.3158,1000.0,40,43,1,,51,2,5,0,0,"Native, Born In US",5,Offices of physicians (6211),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,25.0,3.2188758248682006
231382,207405271610302,September,SD,735.7019,550.0,40,42,1,,34,2,1,2,8,"Native, Born In US",4,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,13.75,2.6210388241125804
232378,548340401770403,September,TX,3354.5731,1923.0,45,44,1,,47,1,1,2,10,"Native, Born In US",7,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,42.733333333333334,3.75497925581846
234361,470913091853999,September,VA,2705.5713,1120.0,40,43,2,,59,2,5,0,0,"Native, Born In US",5,Services incidental to transportation (488),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,28.0,3.332204510175204
235835,599560026320975,September,WI,2057.7339,1011.6,40,40,1,,46,1,1,1,3,"Native, Born In US",3,3095,840,"Private, For Profit",No,No,Employed-At Work,1.0,False,25.29,3.2304090606818736
237156,34699440119006,October,AZ,4130.6407,576.92,40,39,1,1.0,25,1,7,0,0,"Native, Born In US",8,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,14.422999999999998,2.668824154601373
237982,4130714067605,October,CA,2774.5104,1442.0,40,44,4,,38,1,1,3,10,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,36.05,3.584906863730958
238565,560694064909891,October,CA,4044.1831,2500.0,50,43,4,,25,1,7,0,0,"Native, Born In US",9,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,50.0,3.912023005428146
241393,410000096829521,October,DE,333.035,1192.3,40,44,4,,41,1,1,0,0,"Foreign Born, Not a US Citizen",5,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,29.807499999999997,3.39476003969815
